SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,Yahoo Ticker,Sector,Industry
JNKINDIA,JNK India Limited,EQ,30-Apr-24,2,1,INE0OAF01028,2,JNKINDIA.NS,Industrials,Specialty Industrial Machinery
JOCIL,Jocil Limited,EQ,08-Oct-08,10,1,INE839G01010,10,JOCIL.NS,Basic Materials,Specialty Chemicals
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-Nov-13,10,1,INE147P01019,10,JPOLYINVST.NS,Financial Services,Asset Management
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-Apr-05,10,1,INE351F01018,10,JPPOWER.NS,Utilities,Utilities - Independent Power Producers
JSFB,Jana Small Finance Bank Limited,EQ,14-Feb-24,10,1,INE953L01027,10,JSFB.NS,Financial Services,Banks - Regional
JSL,Jindal Stainless Limited,EQ,17-Nov-03,2,1,INE220G01021,2,JSL.NS,Basic Materials,Steel
JSLL,Jeena Sikho Lifecare Limited,EQ,11-Aug-25,2,1,INE0J5801029,2,JSLL.NS,Healthcare,Medical Care Facilities
JSWCEMENT,JSW Cement Limited,EQ,14-Aug-25,10,1,INE718I01012,10,JSWCEMENT.NS,Basic Materials,Building Materials
JSWDULUX,JSW Dulux Limited,EQ,28-Jun-01,10,1,INE133A01011,10,JSWDULUX.NS,Unknown,Unknown
JSWENERGY,JSW Energy Limited,EQ,04-Jan-10,10,1,INE121E01018,10,JSWENERGY.NS,Utilities,Utilities - Independent Power Producers
JSWHL,JSW Holdings Limited,EQ,21-Jun-05,10,1,INE824G01012,10,JSWHL.NS,Industrials,Conglomerates
JSWINFRA,JSW Infrastructure Limited,EQ,03-Oct-23,2,1,INE880J01026,2,JSWINFRA.NS,Industrials,Marine Shipping
JSWSTEEL,JSW Steel Limited,EQ,23-Mar-05,1,1,INE019A01038,1,JSWSTEEL.NS,Basic Materials,Steel
JTEKTINDIA,Jtekt India Limited,EQ,12-Jan-04,1,1,INE643A01035,1,JTEKTINDIA.NS,Consumer Cyclical,Auto Parts
JTLIND,JTL INDUSTRIES LIMITED,EQ,12-Jun-23,1,1,INE391J01032,1,JTLIND.NS,Basic Materials,Steel
JUBLCPL,Jubilant Agri and Consumer Products Limited,EQ,14-Feb-25,10,1,INE03CC01015,10,JUBLCPL.NS,Basic Materials,Specialty Chemicals
JUBLFOOD,Jubilant Foodworks Limited,EQ,08-Feb-10,2,1,INE797F01020,2,JUBLFOOD.NS,Consumer Cyclical,Restaurants
JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-Mar-21,1,1,INE0BY001018,1,JUBLINGREA.NS,Basic Materials,Specialty Chemicals
JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-Jun-03,1,1,INE700A01033,1,JUBLPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
JUNIPER,Juniper Hotels Limited,EQ,28-Feb-24,10,1,INE696F01016,10,JUNIPER.NS,Consumer Cyclical,Lodging
JUSTDIAL,Just Dial Limited,EQ,05-Jun-13,10,1,INE599M01018,10,JUSTDIAL.NS,Communication Services,Internet Content & Information
JWL,Jupiter Wagons Limited,EQ,18-Oct-10,10,1,INE209L01016,10,JWL.NS,Industrials,Railroads
JYOTHYLAB,Jyothy Labs Limited,EQ,19-Dec-07,1,1,INE668F01031,1,JYOTHYLAB.NS,Consumer Defensive,Household & Personal Products
JYOTICNC,Jyoti CNC Automation Limited,EQ,16-Jan-24,2,1,INE980O01024,2,JYOTICNC.NS,Industrials,Specialty Industrial Machinery
JYOTISTRUC,Jyoti Structures Limited,EQ,19-Jul-95,2,1,INE197A01024,2,JYOTISTRUC.NS,Industrials,Specialty Industrial Machinery
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-Sep-95,5,1,INE900B01029,5,KABRAEXTRU.NS,Industrials,Specialty Industrial Machinery
KAJARIACER,Kajaria Ceramics Limited,EQ,01-Jun-04,1,1,INE217B01036,1,KAJARIACER.NS,Industrials,Building Products & Equipment
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,BE,13-Dec-95,10,1,INE437B01014,10,KAKATCEM.NS,Basic Materials,Building Materials
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,27-Sep-23,2,1,INE438K01021,2,KALAMANDIR.NS,Consumer Cyclical,Apparel Retail
KALPATARU,Kalpataru Limited,EQ,01-Jul-25,10,1,INE227J01012,10,KALPATARU.NS,Real Estate,Real Estate - Development
KALYANI,Kalyani Commercials Limited,BE,13-Feb-17,10,1,INE610E01010,10,KALYANI.NS,Consumer Cyclical,Auto & Truck Dealerships
KALYANIFRG,Kalyani Forge Limited,EQ,20-Dec-07,10,1,INE314G01014,10,KALYANIFRG.NS,Consumer Cyclical,Auto Parts
KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-Mar-21,10,1,INE303R01014,10,KALYANKJIL.NS,Consumer Cyclical,Luxury Goods
KAMAHOLD,Kama Holdings Limited,EQ,20-Apr-26,10,1,INE411F01010,10,KAMAHOLD.NS,,
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-May-96,10,1,INE967C01018,10,KAMATHOTEL.NS,Consumer Cyclical,Lodging
KAMDHENU,Kamdhenu Limited,EQ,09-May-06,1,1,INE390H01020,1,KAMDHENU.NS,Basic Materials,Steel
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-Jan-23,1,1,INE0BTI01037,1,KAMOPAINTS.NS,Basic Materials,Steel
KANANIIND,Kanani Industries Limited,EQ,14-Dec-11,1,1,INE879E01037,1,KANANIIND.NS,Consumer Cyclical,Luxury Goods
KANCHI,Kanchi Karpooram Limited,BE,20-Apr-26,10,1,INE081G01019,10,KANCHI.NS,,
KANORICHEM,Kanoria Chemicals & Industries Limited,BE,08-Feb-95,5,1,INE138C01024,5,KANORICHEM.NS,Basic Materials,Chemicals
KANPRPLA,Kanpur Plastipack Limited,EQ,01-Jan-21,10,1,INE694E01014,10,KANPRPLA.NS,Consumer Cyclical,Packaging & Containers
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-Sep-03,1,1,INE531A01024,1,KANSAINER.NS,Basic Materials,Specialty Chemicals
KAPSTON,Kapston Services Limited,EQ,27-May-20,5,1,INE542Z01028,5,KAPSTON.NS,Industrials,Specialty Business Services
KARMAENG,Karma Energy Limited,EQ,28-Jun-11,10,1,INE725L01011,10,KARMAENG.NS,Utilities,Utilities - Renewable
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-Jul-00,2,1,INE036D01028,2,KARURVYSYA.NS,Financial Services,Banks - Regional
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-Dec-07,1000,1,INE234I01028,1000,KAUSHALYA.NS,Industrials,Engineering & Construction
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,EQ,29-Jan-08,10,1,INE641C01019,10,KAVDEFENCE.NS,Technology,Communication Equipment
KAYA,Kaya Limited,EQ,14-Aug-15,10,1,INE587G01015,10,KAYA.NS,Consumer Defensive,Household & Personal Products
KAYNES,Kaynes Technology India Limited,EQ,22-Nov-22,10,1,INE918Z01012,10,KAYNES.NS,Technology,Electronic Components
KCP,KCP Limited,EQ,09-Apr-97,1,1,INE805C01028,1,KCP.NS,Basic Materials,Building Materials
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-Jun-97,1,1,INE790B01024,1,KCPSUGIND.NS,Consumer Defensive,Confectioners
KDDL,KDDL Limited,EQ,23-Mar-16,10,1,INE291D01011,10,KDDL.NS,Consumer Cyclical,Luxury Goods
KEC,KEC International Limited,EQ,10-Mar-06,2,1,INE389H01022,2,KEC.NS,Industrials,Engineering & Construction
KECL,Kirloskar Electric Company Limited,BE,09-Mar-10,10,1,INE134B01017,10,KECL.NS,Industrials,Specialty Industrial Machinery
KEEPLEARN,DSJ Keep Learning Limited,EQ,01-Mar-95,1,1,INE055C01020,1,KEEPLEARN.NS,Consumer Defensive,Education & Training Services
KEI,KEI Industries Limited,EQ,23-Mar-06,2,1,INE878B01027,2,KEI.NS,Industrials,Electrical Equipment & Parts
KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-Mar-16,1,1,INE164B01030,1,KELLTONTEC.NS,Technology,Software - Application
KENNAMET,Kennametal India Limited,EQ,20-Apr-26,10,1,INE717A01029,10,KENNAMET.NS,Industrials,Tools & Accessories
KERNEX,Kernex Microsystems (India) Limited,EQ,20-Dec-05,10,1,INE202H01019,10,KERNEX.NS,Technology,Software - Application
KESORAMIND,Kesoram Industries Limited,BE,06-Sep-95,10,1,INE087A01019,10,KESORAMIND.NS,Basic Materials,Building Materials
KEYFINSERV,Keynote Financial Services Limited,EQ,26-Jun-96,10,1,INE681C01015,10,KEYFINSERV.NS,Financial Services,Capital Markets
KFINTECH,Kfin Technologies Limited,EQ,29-Dec-22,10,1,INE138Y01010,10,KFINTECH.NS,Technology,Software - Application
KHADIM,Khadim India Limited,EQ,14-Nov-17,10,1,INE834I01025,10,KHADIM.NS,Consumer Cyclical,Footwear & Accessories
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,BE,30-Oct-20,1,1,INE745B01028,1,KHAICHEM.NS,Basic Materials,Agricultural Inputs
KHAITANLTD,Khaitan (India) Limited,BE,20-Dec-95,10,1,INE731C01018,10,KHAITANLTD.NS,Industrials,Industrial Distribution
KHANDSE,Khandwala Securities Limited,EQ,07-Feb-01,10,1,INE060B01014,10,KHANDSE.NS,Financial Services,Capital Markets
KICL,Kalyani Investment Company Limited,EQ,14-Jan-11,10,1,INE029L01018,10,KICL.NS,Financial Services,Asset Management
KILITCH,Kilitch Drugs (India) Limited,EQ,29-Sep-10,10,1,INE729D01010,10,KILITCH.NS,Healthcare,Drug Manufacturers - Specialty & Generic
KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-Jun-21,2,1,INE967H01025,2,KIMS.NS,Healthcare,Medical Care Facilities
KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-Nov-16,10,1,INE473D01015,10,KINGFA.NS,Basic Materials,Specialty Chemicals
KIOCL,KIOCL Limited,EQ,29-Nov-16,10,1,INE880L01014,10,KIOCL.NS,Basic Materials,Steel
KIRANVYPAR,Kiran Vyapar Limited,EQ,20-Apr-26,10,1,INE555P01013,10,KIRANVYPAR.NS,,
KIRIINDUS,Kiri Industries Limited,EQ,22-Apr-08,10,1,INE415I01015,10,KIRIINDUS.NS,Basic Materials,Specialty Chemicals
KIRLFER,Kirloskar Ferrous Industries Limited,EQ,20-Apr-26,5,1,INE884B01025,5,KIRLFER.NS,Industrials,Metal Fabrication
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-Apr-10,2,1,INE732A01036,2,KIRLOSBROS.NS,Industrials,Specialty Industrial Machinery
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-Dec-10,2,1,INE146L01010,2,KIRLOSENG.NS,Industrials,Specialty Industrial Machinery
KIRLOSIND,Kirloskar Industries Limited,EQ,24-Jun-10,10,1,INE250A01039,10,KIRLOSIND.NS,Industrials,Metal Fabrication
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,26-Apr-23,2,1,INE811A01020,2,KIRLPNU.NS,Industrials,Specialty Industrial Machinery
KISSHT,OnEMI Technology Solutions Limited,EQ,08-May-26,1,1,INE12F801023,1,KISSHT.NS,Financial Services,Credit Services
KITEX,Kitex Garments Limited,EQ,25-Sep-12,1,1,INE602G01020,1,KITEX.NS,Consumer Cyclical,Apparel Manufacturing
KKCL,Kewal Kiran Clothing Limited,EQ,13-Apr-06,10,1,INE401H01017,10,KKCL.NS,Consumer Cyclical,Apparel Manufacturing
KLBRENG-B,Kilburn Engineering Limited,EQ,20-Apr-26,10,1,INE338F01015,10,KLBRENG-B.NS,,
KMEW,Knowledge Marine & Engineering Works Limited,EQ,14-Nov-24,5,1,INE0CJD01029,5,KMEW.NS,Industrials,Marine Shipping
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-May-07,2,1,INE157H01023,2,KMSUGAR.NS,Consumer Defensive,Confectioners
KNAGRI,KN Agri Resources Limited,EQ,09-Dec-25,10,1,INE0KNW01016,10,KNAGRI.NS,Consumer Defensive,Farm Products
KNRCON,KNR Constructions Limited,EQ,18-Feb-08,2,1,INE634I01029,2,KNRCON.NS,Industrials,Engineering & Construction
KOHINOOR,Kohinoor Foods Limited,EQ,20-Oct-99,10,1,INE080B01012,10,KOHINOOR.NS,Consumer Defensive,Packaged Foods
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-Jul-08,1,1,INE760A01029,1,KOKUYOCMLN.NS,Industrials,Business Equipment & Supplies
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-Dec-07,10,1,INE094I01018,10,KOLTEPATIL.NS,Real Estate,Real Estate - Development
KOPRAN,Kopran Limited,EQ,09-Jun-99,10,1,INE082A01010,10,KOPRAN.NS,Healthcare,Drug Manufacturers - General
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-Dec-95,1,1,INE237A01036,1,KOTAKBANK.NS,Financial Services,Banks - Regional
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-Dec-04,10,1,INE419A01022,10,KOTARISUG.NS,Consumer Defensive,Confectioners
KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-Nov-96,10,1,INE720A01015,10,KOTHARIPET.NS,Basic Materials,Specialty Chemicals
KOTHARIPRO,Kothari Products Limited,EQ,03-Jun-98,10,1,INE823A01017,10,KOTHARIPRO.NS,Industrials,Conglomerates
KOTIC,Kothari Industrial Corporation Limited,EQ,20-Apr-26,5,1,INE972A01020,5,KOTIC.NS,,
KOTYARK,Kotyark Industries Limited,EQ,12-Mar-26,10,1,INE0J0B01017,10,KOTYARK.NS,Basic Materials,Specialty Chemicals
KOVAI,Kovai Medical Center & Hospital Limited,EQ,20-Apr-26,10,1,INE177F01017,10,KOVAI.NS,Healthcare,Medical Care Facilities
KPEL,K.P. Energy Limited,EQ,14-Nov-24,5,1,INE127T01021,5,KPEL.NS,Industrials,Engineering & Construction
KPIGREEN,KPI Green Energy Limited,EQ,27-Jul-21,5,1,INE542W01025,5,KPIGREEN.NS,Utilities,Utilities - Renewable
KPIL,Kalpataru Projects International Limited,EQ,15-Dec-00,2,1,INE220B01022,2,KPIL.NS,Industrials,Engineering & Construction
KPITTECH,KPIT Technologies Limited,EQ,22-Apr-19,10,1,INE04I401011,10,KPITTECH.NS,Technology,Software - Infrastructure
KPL,Kwality Pharmaceuticals Limited,EQ,20-Apr-26,10,1,INE552U01010,10,KPL.NS,,
KPRMILL,K.P.R. Mill Limited,EQ,28-Aug-07,1,1,INE930H01031,1,KPRMILL.NS,Consumer Cyclical,Textile Manufacturing
KRBL,KRBL Limited,EQ,21-Jan-02,1,1,INE001B01026,1,KRBL.NS,Consumer Defensive,Packaged Foods
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-Jan-96,10,1,INE268B01013,10,KREBSBIO.NS,Healthcare,Drug Manufacturers - Specialty & Generic
KRIDHANINF,Kridhan Infra Limited,EQ,11-Dec-15,2,1,INE524L01026,2,KRIDHANINF.NS,Basic Materials,Steel
KRISHANA,Krishana Phoschem Limited,EQ,22-Aug-19,10,1,INE506W01012,10,KRISHANA.NS,Basic Materials,Agricultural Inputs
KRISHIVAL,Krishival Foods Limited,EQ,20-Jun-25,10,1,INE0GGO01015,10,KRISHIVAL.NS,Consumer Defensive,Packaged Foods
KRISHNADEF,Krishna Defence And Allied Industries Limited,EQ,30-Dec-25,10,1,INE0J5601015,10,KRISHNADEF.NS,Industrials,Specialty Industrial Machinery
KRITI,Kriti Industries (India) Limited,BE,01-Nov-21,1,1,INE479D01038,1,KRITI.NS,Industrials,Building Products & Equipment
KRITIKA,Kritika Wires Limited,EQ,04-May-22,2,1,INE00Z501029,2,KRITIKA.NS,Basic Materials,Steel
KRITINUT,Kriti Nutrients Limited,BE,07-Oct-22,1,1,INE798K01010,1,KRITINUT.NS,Consumer Defensive,Packaged Foods
KRN,KRN Heat Exchanger and Refrigeration Limited,BE,03-Oct-24,10,1,INE0Q3J01015,10,KRN.NS,Technology,Electronic Components
KRONOX,Kronox Lab Sciences Limited,EQ,10-Jun-24,10,1,INE0ATZ01017,10,KRONOX.NS,Basic Materials,Specialty Chemicals
KROSS,Kross Limited,EQ,16-Sep-24,5,1,INE0O6601022,5,KROSS.NS,Consumer Cyclical,Auto Parts
KRSNAA,Krsnaa Diagnostics Limited,EQ,16-Aug-21,5,1,INE08LI01020,5,KRSNAA.NS,Healthcare,Diagnostics & Research
KRYSTAL,Krystal Integrated Services Limited,EQ,21-Mar-24,10,1,INE0QN801017,10,KRYSTAL.NS,Industrials,Specialty Business Services
KSB,Ksb Limited,EQ,08-Feb-95,2,1,INE999A01023,2,KSB.NS,Industrials,Specialty Industrial Machinery
KSCL,Kaveri Seed Company Limited,EQ,04-Oct-07,2,1,INE455I01029,2,KSCL.NS,Basic Materials,Agricultural Inputs
KSHINTL,KSH International Limited,EQ,23-Dec-25,5,1,INE987S01020,5,KSHINTL.NS,Industrials,Electrical Equipment & Parts
KSHITIJPOL,Kshitij Polyline Limited,BE,27-Jul-22,2,1,INE013801027,2,KSHITIJPOL.NS,Industrials,Business Equipment & Supplies
KSL,Kalyani Steels Limited,EQ,19-May-10,5,1,INE907A01026,5,KSL.NS,Basic Materials,Steel
KSOLVES,Ksolves India Limited,EQ,23-Sep-22,5,1,INE0D6I01023,5,KSOLVES.NS,Technology,Software - Application
KSR,KSR Footwear Limited,BE,27-Nov-25,10,1,INE1SPP01016,10,KSR.NS,Consumer Cyclical,Footwear & Accessories
KTKBANK,The Karnataka Bank Limited,EQ,10-May-00,10,1,INE614B01018,10,KTKBANK.NS,Financial Services,Banks - Regional
KUANTUM,Kuantum Papers Limited,EQ,23-Oct-19,1,1,INE529I01021,1,KUANTUM.NS,Basic Materials,Paper & Paper Products
KWIL,Kwality Wall's (India) Limited,EQ,16-Feb-26,1,1,INE2KCE01013,1,KWIL.NS,Consumer Defensive,Packaged Foods
LAGNAM,Lagnam Spintex Limited,EQ,30-Sep-21,10,1,INE548Z01017,10,LAGNAM.NS,Consumer Cyclical,Textile Manufacturing
LAHOTIOV,Lahoti Overseas Limited,EQ,20-Apr-26,2,1,INE515C01023,2,LAHOTIOV.NS,,
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-Sep-06,10,1,INE651C01018,10,LAKPRE.NS,Industrials,Tools & Accessories
LAL,Lorenzini Apparels Limited,EQ,10-Apr-23,1,1,INE740X01023,1,LAL.NS,Consumer Cyclical,Apparel Manufacturing
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-Dec-15,10,1,INE600L01024,10,LALPATHLAB.NS,Healthcare,Diagnostics & Research
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-Feb-15,5,1,INE112F01022,5,LAMBODHARA.NS,Consumer Cyclical,Textile Manufacturing
LANCORHOL,Lancor Holdings Limited,EQ,12-Mar-24,2,1,INE572G01025,2,LANCORHOL.NS,Real Estate,Real Estate - Development
LANDMARK,Landmark Cars Limited,EQ,23-Dec-22,5,1,INE559R01029,5,LANDMARK.NS,Consumer Cyclical,Auto & Truck Dealerships
LANDSMILL,Landsmill Green Limited,EQ,03-Aug-09,1,1,INE688J01023,1,LANDSMILL.NS,Industrials,Conglomerates
LAOPALA,La Opala RG Limited,EQ,16-Mar-07,2,1,INE059D01020,2,LAOPALA.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LASA,Lasa Supergenerics Limited,EQ,21-Sep-17,10,1,INE670X01014,10,LASA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
LATENTVIEW,Latent View Analytics Limited,EQ,23-Nov-21,1,1,INE0I7C01011,1,LATENTVIEW.NS,Industrials,Consulting Services
LATTEYS,Latteys Industries Limited,BE,23-May-23,2,1,INE262Z01023,2,LATTEYS.NS,Industrials,Specialty Industrial Machinery
LAURUSLABS,Laurus Labs Limited,EQ,19-Dec-16,2,1,INE947Q01028,2,LAURUSLABS.NS,Healthcare,Drug Manufacturers - Specialty & Generic
LAXMICOT,Laxmi Cotspin Limited,EQ,12-Nov-21,10,1,INE801V01019,10,LAXMICOT.NS,Consumer Cyclical,Textile Manufacturing
LAXMIDENTL,Laxmi Dental Limited,EQ,20-Jan-25,2,1,INE0WO601020,2,LAXMIDENTL.NS,Healthcare,Medical Instruments & Supplies
LAXMIINDIA,Laxmi India Finance Limited,BE,05-Aug-25,5,1,INE06WU01026,5,LAXMIINDIA.NS,Financial Services,Credit Services
LCCINFOTEC,LCC Infotech Limited,BE,02-Mar-00,2,1,INE938A01021,2,LCCINFOTEC.NS,Consumer Defensive,Education & Training Services
LEMERITE,Le Merite Exports Limited,EQ,12-Dec-25,2,1,INE0G1L01025,2,LEMERITE.NS,Consumer Cyclical,Textile Manufacturing
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-Apr-18,10,1,INE970X01018,10,LEMONTREE.NS,Consumer Cyclical,Lodging
LENSKART,Lenskart Solutions Limited,EQ,10-Nov-25,2,1,INE956O01016,2,LENSKART.NS,Healthcare,Medical Instruments & Supplies
LEXUS,Lexus Granito (India) Limited,EQ,13-Mar-23,10,1,INE500X01013,10,LEXUS.NS,Industrials,Building Products & Equipment
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-Apr-15,10,1,INE850E01012,10,LFIC.NS,Financial Services,Asset Management
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-Mar-10,10,1,INE337A01034,10,LGBBROSLTD.NS,Consumer Cyclical,Auto Parts
LGEINDIA,LG Electronics India Limited,EQ,14-Oct-25,10,1,INE324D01010,10,LGEINDIA.NS,Technology,Consumer Electronics
LGHL,Laxmi Goldorna House Limited,EQ,10-Nov-23,10,1,INE258Y01016,10,LGHL.NS,Consumer Cyclical,Luxury Goods
LIBAS,Libas Consumer Products Limited,EQ,23-Jul-19,10,1,INE908V01012,10,LIBAS.NS,Consumer Cyclical,Apparel Manufacturing
LIBERTSHOE,Liberty Shoes Limited,EQ,27-Sep-95,10,1,INE557B01019,10,LIBERTSHOE.NS,Consumer Cyclical,Footwear & Accessories
LICHSGFIN,LIC Housing Finance Limited,EQ,29-Jul-98,2,1,INE115A01026,2,LICHSGFIN.NS,Financial Services,Mortgage Finance
LICI,Life Insurance Corporation Of India,EQ,17-May-22,10,1,INE0J1Y01017,10,LICI.NS,Financial Services,Insurance - Life
LIKHITHA,Likhitha Infrastructure Limited,BE,15-Oct-20,5,1,INE060901027,5,LIKHITHA.NS,Energy,Oil & Gas Equipment & Services
LINC,Linc Limited,EQ,09-Mar-15,5,1,INE802B01027,5,LINC.NS,Industrials,Business Equipment & Supplies
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-Dec-15,10,1,INE405C01035,10,LINCOLN.NS,Healthcare,Drug Manufacturers - Specialty & Generic
LINDEINDIA,Linde India Limited,EQ,16-Jun-99,10,1,INE473A01011,10,LINDEINDIA.NS,Basic Materials,Specialty Chemicals
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-Jul-16,1,1,INE093R01011,1,LLOYDSENGG.NS,Industrials,Specialty Industrial Machinery
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-Oct-24,1,1,INE080I01025,1,LLOYDSENT.NS,Basic Materials,Steel
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-Jul-23,1,1,INE281B01032,1,LLOYDSME.NS,Basic Materials,Steel
LMW,LMW Limited,EQ,29-Mar-95,10,1,INE269B01029,10,LMW.NS,Industrials,Specialty Industrial Machinery
LODHA,Lodha Developers Limited,EQ,19-Apr-21,10,1,INE670K01029,10,LODHA.NS,Real Estate,Real Estate - Development
LOKESHMACH,Lokesh Machines Limited,BE,05-May-06,10,1,INE397H01017,10,LOKESHMACH.NS,Industrials,Specialty Industrial Machinery
LORDSCHLO,Lords Chloro Alkali Limited,EQ,28-Aug-23,10,1,INE846D01012,10,LORDSCHLO.NS,Basic Materials,Chemicals
LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,06-Aug-25,1,1,INE0V9Q01010,1,LOTUSDEV.NS,Industrials,Engineering & Construction
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-Jul-08,10,1,INE947I01017,10,LOTUSEYE.NS,Healthcare,Medical Care Facilities
LOVABLE,Lovable Lingerie Limited,EQ,24-Mar-11,10,1,INE597L01014,10,LOVABLE.NS,Consumer Cyclical,Apparel Manufacturing
LOYALTEX,Loyal Textile Mills Limited,BE,11-Aug-22,10,1,INE970D01010,10,LOYALTEX.NS,Consumer Cyclical,Textile Manufacturing
LPDC,Landmark Property Development Company Limited,EQ,12-Aug-08,1,1,INE197J01017,1,LPDC.NS,Real Estate,Real Estate Services
LT,Larsen & Toubro Limited,EQ,23-Jun-04,2,1,INE018A01030,2,LT.NS,Industrials,Engineering & Construction
LTF,L&T Finance Limited,EQ,12-Aug-11,10,1,INE498L01015,10,LTF.NS,Financial Services,Credit Services
LTFOODS,LT Foods Limited,EQ,18-Dec-06,1,1,INE818H01020,1,LTFOODS.NS,Consumer Defensive,Packaged Foods
LTM,LTM Limited,EQ,21-Jul-16,1,1,INE214T01019,1,LTM.NS,Technology,Information Technology Services
LTTS,L&T Technology Services Limited,EQ,23-Sep-16,2,1,INE010V01017,2,LTTS.NS,Technology,Information Technology Services
LUMAXIND,Lumax Industries Limited,EQ,06-Sep-95,10,1,INE162B01018,10,LUMAXIND.NS,Consumer Cyclical,Auto Parts
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-Jan-07,2,1,INE872H01027,2,LUMAXTECH.NS,Consumer Cyclical,Auto Parts
LUPIN,Lupin Limited,EQ,10-Sep-01,2,1,INE326A01037,2,LUPIN.NS,Healthcare,Drug Manufacturers - Specialty & Generic
LUXIND,Lux Industries Limited,EQ,30-Nov-15,2,1,INE150G01020,2,LUXIND.NS,Consumer Cyclical,Apparel Manufacturing
LXCHEM,Laxmi Organic Industries Limited,EQ,25-Mar-21,2,1,INE576O01020,2,LXCHEM.NS,Basic Materials,Specialty Chemicals
LYKALABS,Lyka Labs Limited,EQ,08-Feb-95,10,1,INE933A01014,10,LYKALABS.NS,Healthcare,Biotechnology
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-Nov-13,10,1,INE142K01011,10,LYPSAGEMS.NS,Consumer Cyclical,Luxury Goods
M&M,Mahindra & Mahindra Limited,EQ,03-Jan-96,5,1,INE101A01026,5,M&M.NS,Auto,Auto Manufacturers
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-Mar-06,2,1,INE774D01024,2,M&MFIN.NS,Financial Services,Credit Services
MAANALU,Maan Aluminium Limited,EQ,22-Oct-07,5,1,INE215I01027,5,MAANALU.NS,Basic Materials,Aluminum
MACPOWER,Macpower CNC Machines Limited,EQ,19-Aug-20,10,1,INE155Z01011,10,MACPOWER.NS,Industrials,Specialty Industrial Machinery
MADHAV,Madhav Marbles and Granites Limited,EQ,20-Dec-07,10,1,INE925C01016,10,MADHAV.NS,Industrials,Building Products & Equipment
MADHAVIPL,Madhav Infra Projects Limited,EQ,20-Apr-26,1,1,INE631R01026,1,MADHAVIPL.NS,,
MADHUCON,Madhucon Projects Limited,EQ,05-Oct-06,1,1,INE378D01032,1,MADHUCON.NS,Industrials,Engineering & Construction
MADRASFERT,Madras Fertilizers Limited,EQ,25-Jul-97,10,1,INE414A01015,10,MADRASFERT.NS,Basic Materials,Agricultural Inputs
MAFATIND,Mafatlal Industries Limited,EQ,20-Apr-26,2,1,INE270B01035,2,MAFATIND.NS,Unknown,Unknown
