SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,Yahoo Ticker,Sector,Industry
DAMCAPITAL,Dam Capital Advisors Limited,EQ,27-Dec-24,2,1,INE284H01025,2,DAMCAPITAL.NS,Financial Services,Capital Markets
DAMODARIND,Damodar Industries Limited,EQ,04-Jul-16,5,1,INE497D01022,5,DAMODARIND.NS,Consumer Cyclical,Textile Manufacturing
DANGEE,Dangee Dums Limited,EQ,13-Nov-20,1,1,INE688Y01022,1,DANGEE.NS,Consumer Cyclical,Restaurants
DATAMATICS,Datamatics Global Services Limited,EQ,07-May-04,5,1,INE365B01017,5,DATAMATICS.NS,Technology,Information Technology Services
DATAPATTNS,Data Patterns (India) Limited,EQ,24-Dec-21,2,1,INE0IX101010,2,DATAPATTNS.NS,Industrials,Aerospace & Defense
DAVANGERE,Davangere Sugar Company Limited,EQ,25-Jan-24,1,1,INE179G01029,1,DAVANGERE.NS,Consumer Defensive,Confectioners
DBCORP,D.B.Corp Limited,EQ,06-Jan-10,10,1,INE950I01011,10,DBCORP.NS,Communication Services,Publishing
DBEIL,Deepak Builders & Engineers India Limited,EQ,28-Oct-24,10,1,INE0OPA01019,10,DBEIL.NS,Industrials,Engineering & Construction
DBL,Dilip Buildcon Limited,EQ,11-Aug-16,10,1,INE917M01012,10,DBL.NS,Industrials,Engineering & Construction
DBOL,Dhampur Bio Organics Limited,BE,08-Sep-22,10,1,INE0I3401014,10,DBOL.NS,Consumer Defensive,Farm Products
DBREALTY,Valor Estate Limited,BE,24-Feb-10,10,1,INE879I01012,10,DBREALTY.NS,Real Estate,Real Estate - Development
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,29-Feb-12,2,1,INE921B01025,2,DBSTOCKBRO.NS,Financial Services,Capital Markets
DCAL,Dishman Carbogen Amcis Limited,EQ,21-Sep-17,2,1,INE385W01011,2,DCAL.NS,Healthcare,Biotechnology
DCBBANK,DCB Bank Limited,EQ,27-Oct-06,10,1,INE503A01015,10,DCBBANK.NS,Financial Services,Banks - Regional
DCI,Dc Infotech And Communication Limited,BE,19-Oct-22,10,1,INE0A1101019,10,DCI.NS,Technology,Electronics & Computer Distribution
DCM,DCM  Limited,EQ,29-Mar-95,10,1,INE498A01018,10,DCM.NS,Industrials,Metal Fabrication
DCMFINSERV,DCM Financial Services Limited,BE,21-May-97,10,1,INE891B01012,10,DCMFINSERV.NS,Financial Services,Credit Services
DCMNVL,DCM Nouvelle Limited,BE,16-Jul-19,10,1,INE08KP01019,10,DCMNVL.NS,Consumer Cyclical,Textile Manufacturing
DCMSHRIRAM,DCM Shriram Limited,EQ,12-Apr-95,2,1,INE499A01024,2,DCMSHRIRAM.NS,Industrials,Conglomerates
DCMSIL,DCM Shriram International Limited,BE,17-Feb-26,2,1,INE0OU201013,2,DCMSIL.NS,Industrials,Industrial Distribution
DCMSRIND,DCM Shriram Industries Limited,EQ,24-Dec-21,2,1,INE843D01027,2,DCMSRIND.NS,Consumer Defensive,Confectioners
DCW,DCW Limited,EQ,25-May-95,2,1,INE500A01029,2,DCW.NS,Basic Materials,Chemicals
DCXINDIA,DCX Systems Limited,EQ,11-Nov-22,2,1,INE0KL801015,2,DCXINDIA.NS,Industrials,Aerospace & Defense
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,15-Jan-25,1,1,INE0HR601026,1,DDEVPLSTIK.NS,Basic Materials,Specialty Chemicals
DECCANCE,Deccan Cements Limited,EQ,02-Aug-07,5,1,INE583C01021,5,DECCANCE.NS,Basic Materials,Building Materials
DECNGOLD,Deccan Gold Mines Limited,EQ,20-Apr-26,1,1,INE945F01025,1,DECNGOLD.NS,,
DEEDEV,DEE Development Engineers Limited,BE,26-Jun-24,10,1,INE841L01016,10,DEEDEV.NS,Industrials,Metal Fabrication
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-Jan-03,10,1,INE501A01019,10,DEEPAKFERT.NS,Basic Materials,Chemicals
DEEPAKNTR,Deepak Nitrite Limited,EQ,29-Sep-10,2,1,INE288B01029,2,DEEPAKNTR.NS,Basic Materials,Chemicals
DEEPINDS,Deep Industries Limited,EQ,27-Apr-21,5,1,INE0FHS01024,5,DEEPINDS.NS,Energy,Oil & Gas E&P
DELHIVERY,Delhivery Limited,EQ,24-May-22,1,1,INE148O01028,1,DELHIVERY.NS,Industrials,Integrated Freight & Logistics
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,28-Jun-11,2,1,INE726L01027,2,DELPHIFX.NS,Financial Services,Capital Markets
DELTACORP,Delta Corp Limited,EQ,02-Nov-07,1,1,INE124G01033,1,DELTACORP.NS,Consumer Cyclical,Resorts & Casinos
DELTAMAGNT,Delta Manufacturing Limited,EQ,18-Oct-95,10,1,INE393A01011,10,DELTAMAGNT.NS,Consumer Cyclical,Textile Manufacturing
DEN,Den Networks Limited,EQ,24-Nov-09,10,1,INE947J01015,10,DEN.NS,Communication Services,Entertainment
DENORA,De Nora India Limited,EQ,07-Aug-97,10,1,INE244A01016,10,DENORA.NS,Industrials,Electrical Equipment & Parts
DENTA,Denta Water and Infra Solutions Limited,EQ,29-Jan-25,10,1,INE0R4L01018,10,DENTA.NS,Industrials,Engineering & Construction
DEVIT,Dev Information Technology Limited,EQ,15-Feb-22,2,1,INE060X01034,2,DEVIT.NS,Technology,Information Technology Services
DEVX,Dev Accelerator Limited,EQ,17-Sep-25,2,1,INE0VOV01021,2,DEVX.NS,Real Estate,Real Estate Services
DEVYANI,Devyani International Limited,EQ,16-Aug-21,1,1,INE872J01023,1,DEVYANI.NS,Consumer Cyclical,Restaurants
DGCONTENT,Digicontent Limited,EQ,18-Jun-19,2,1,INE03JI01017,2,DGCONTENT.NS,Communication Services,Internet Content & Information
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,29-Mar-95,10,1,INE041A01016,10,DHAMPURSUG.NS,Consumer Defensive,Confectioners
DHANBANK,Dhanlaxmi Bank Limited,EQ,01-Apr-04,10,1,INE680A01011,10,DHANBANK.NS,Financial Services,Banks - Regional
DHANUKA,Dhanuka Agritech Limited,EQ,29-Jun-11,2,1,INE435G01025,2,DHANUKA.NS,Basic Materials,Agricultural Inputs
DHARMAJ,Dharmaj Crop Guard Limited,EQ,08-Dec-22,10,1,INE00OQ01016,10,DHARMAJ.NS,Basic Materials,Agricultural Inputs
DHRUV,Dhruv Consultancy Services Limited,BE,25-Nov-21,10,1,INE506Z01015,10,DHRUV.NS,Industrials,Engineering & Construction
DHUNINV,Dhunseri Investments Limited,EQ,18-Mar-11,10,1,INE320L01011,10,DHUNINV.NS,Financial Services,Capital Markets
DIACABS,Diamond Power Infrastructure Limited,EQ,15-Sep-23,1,1,INE989C01038,1,DIACABS.NS,Industrials,Specialty Industrial Machinery
DIAMINESQ,Diamines & Chemicals Limited,EQ,25-Sep-23,10,1,INE591D01014,10,DIAMINESQ.NS,Basic Materials,Chemicals
DIAMONDYD,Prataap Snacks Limited,EQ,05-Oct-17,5,1,INE393P01035,5,DIAMONDYD.NS,Consumer Defensive,Packaged Foods
DICIND,DIC India Limited,EQ,30-Aug-95,10,1,INE303A01010,10,DICIND.NS,Basic Materials,Specialty Chemicals
DIFFNKG,Diffusion Engineers Limited,EQ,04-Oct-24,10,1,INE184O01015,10,DIFFNKG.NS,Industrials,Specialty Industrial Machinery
DIGIDRIVE,Digidrive Distributors Limited,EQ,10-Jan-24,10,1,INE0PSC01024,10,DIGIDRIVE.NS,Consumer Cyclical,Internet Retail
DIGISPICE,DiGiSPICE Technologies Limited,BE,27-May-08,3,1,INE927C01020,3,DIGISPICE.NS,Financial Services,Financial Conglomerates
DIGITIDE,Digitide Solutions Limited,EQ,11-Jun-25,10,1,INE0U4701011,10,DIGITIDE.NS,Industrials,Specialty Business Services
DIGJAMLMTD,Digjam Limited,EQ,18-Oct-21,10,1,INE731U01028,10,DIGJAMLMTD.NS,Consumer Cyclical,Textile Manufacturing
DISAQ,Disa India Limited,EQ,20-Apr-26,10,1,INE131C01011,10,DISAQ.NS,,
DISHTV,Dish TV India Limited,BE,18-Apr-07,1,1,INE836F01026,1,DISHTV.NS,Communication Services,Entertainment
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,14-Mar-23,5,1,INE753U01022,5,DIVGIITTS.NS,Consumer Cyclical,Auto Parts
DIVISLAB,Divi's Laboratories Limited,EQ,12-Mar-03,2,1,INE361B01024,2,DIVISLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic
DIXON,Dixon Technologies (India) Limited,EQ,18-Sep-17,2,1,INE935N01020,2,DIXON.NS,Technology,Consumer Electronics
DJML,DJ Mediaprint & Logistics Limited,EQ,05-Dec-22,10,1,INE0B1K01014,10,DJML.NS,Industrials,Specialty Business Services
DLF,DLF Limited,EQ,05-Jul-07,2,1,INE271C01023,2,DLF.NS,Real Estate,Real Estate - Development
DLINKINDIA,D-Link (India) Limited,EQ,18-Dec-09,2,1,INE250K01012,2,DLINKINDIA.NS,Technology,Communication Equipment
DMART,Avenue Supermarts Limited,EQ,21-Mar-17,10,1,INE192R01011,10,DMART.NS,Consumer Defensive,Discount Stores
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,EQ,01-Dec-21,10,1,INE505A01010,10,DMCC.NS,Basic Materials,Chemicals
DNAMEDIA,Diligent Media Corporation Limited,EQ,11-Dec-17,1,1,INE016M01021,1,DNAMEDIA.NS,Communication Services,Publishing
DODLA,Dodla Dairy Limited,EQ,28-Jun-21,10,1,INE021O01019,10,DODLA.NS,Consumer Defensive,Food Distribution
DOLATALGO,Dolat Algotech Limited,EQ,12-Jan-24,1,1,INE966A01022,1,DOLATALGO.NS,Financial Services,Capital Markets
DOLLAR,Dollar Industries Limited,EQ,21-Apr-17,2,1,INE325C01035,2,DOLLAR.NS,Consumer Cyclical,Apparel Manufacturing
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,EQ,21-Aug-23,1,1,INE920A01037,1,DOLPHIN.NS,Energy,Oil & Gas Equipment & Services
DOMS,DOMS Industries Limited,EQ,20-Dec-23,10,1,INE321T01012,10,DOMS.NS,Industrials,Business Equipment & Supplies
DONEAR,Donear Industries Limited,EQ,20-Dec-06,2,1,INE668D01028,2,DONEAR.NS,Consumer Cyclical,Textile Manufacturing
DPABHUSHAN,D. P. Abhushan Limited,EQ,03-Nov-20,10,1,INE266Y01019,10,DPABHUSHAN.NS,Consumer Cyclical,Luxury Goods
DPSCLTD,DPSC Limited,BE,21-Apr-08,1,1,INE360C01024,1,DPSCLTD.NS,Utilities,Utilities - Regulated Electric
DPWIRES,D P Wires Limited,EQ,17-Jan-20,10,1,INE864X01013,10,DPWIRES.NS,Industrials,Metal Fabrication
DRAGARWQ,Dr Agarwals Eye Hospital Limited,EQ,20-Apr-26,10,1,INE934C01018,10,DRAGARWQ.NS,,
DRCSYSTEMS,DRC Systems India Limited,EQ,10-Mar-21,1,1,INE03RS01027,1,DRCSYSTEMS.NS,Technology,Information Technology Services
DREAMFOLKS,Dreamfolks Services Limited,EQ,06-Sep-22,2,1,INE0JS101016,2,DREAMFOLKS.NS,Industrials,Airports & Air Services
DREDGECORP,Dredging Corporation of India Limited,EQ,15-Jan-04,10,1,INE506A01018,10,DREDGECORP.NS,Industrials,Engineering & Construction
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-May-03,1,1,INE089A01031,1,DRREDDY.NS,Pharma,Drug Manufacturers - Specialty & Generic
DSFCL,DCM Shriram Fine Chemicals Limited,EQ,17-Feb-26,2,1,INE0OFM01015,2,DSFCL.NS,Basic Materials,Specialty Chemicals
DSSL,Dynacons Systems & Solutions Limited,EQ,01-Dec-11,10,1,INE417B01040,10,DSSL.NS,Technology,Information Technology Services
DTIL,Dhunseri Tea & Industries Limited,EQ,20-Jan-15,10,1,INE341R01014,10,DTIL.NS,Consumer Defensive,Packaged Foods
DUCON,Ducon Infratechnologies Limited,BE,09-Oct-12,1,1,INE741L01018,1,DUCON.NS,Industrials,Specialty Industrial Machinery
DVL,Dhunseri Ventures Limited,EQ,11-Jan-08,10,1,INE477B01010,10,DVL.NS,Financial Services,Capital Markets
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,31-Dec-04,1,1,INE366A01041,1,DWARKESH.NS,Consumer Defensive,Confectioners
DYCL,Dynamic Cables Limited,EQ,27-Jul-22,10,1,INE600Y01019,10,DYCL.NS,Industrials,Electrical Equipment & Parts
DYNAMATECH,Dynamatic Technologies Limited,EQ,14-Sep-06,10,1,INE221B01012,10,DYNAMATECH.NS,Consumer Cyclical,Auto Parts
DYNPRO,Dynemic Products Limited,EQ,19-Jul-17,10,1,INE256H01015,10,DYNPRO.NS,Basic Materials,Specialty Chemicals
E2E,E2E Networks Limited,EQ,12-Apr-22,10,1,INE255Z01019,10,E2E.NS,Technology,Software - Infrastructure
EASEMYTRIP,Easy Trip Planners Limited,EQ,19-Mar-21,1,1,INE07O001026,1,EASEMYTRIP.NS,Consumer Cyclical,Travel Services
EASTSILK,Eastern Silk Industries Limited,BE,03-Jul-96,2,1,INE962C01035,2,EASTSILK.NS,Consumer Cyclical,Textile Manufacturing
EBGNG,GNG Electronics Limited,EQ,30-Jul-25,2,1,INE18JU01028,2,EBGNG.NS,Technology,Computer Hardware
ECLERX,eClerx Services Limited,EQ,31-Dec-07,10,1,INE738I01010,10,ECLERX.NS,Technology,Information Technology Services
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,EQ,04-Sep-24,2,1,INE06HJ01020,2,ECOSMOBLTY.NS,Industrials,Rental & Leasing Services
EDELWEISS,Edelweiss Financial Services Limited,EQ,12-Dec-07,1,1,INE532F01054,1,EDELWEISS.NS,Financial Services,Financial Conglomerates
EFCIL,EFC (I) Limited,EQ,20-Aug-25,2,1,INE886D01026,2,EFCIL.NS,Real Estate,Real Estate Services
EICHERMOT,Eicher Motors Limited,EQ,07-Sep-04,1,1,INE066A01021,1,EICHERMOT.NS,Consumer Cyclical,Auto Manufacturers
EIDPARRY,EID Parry India Limited,EQ,10-May-95,1,1,INE126A01031,1,EIDPARRY.NS,Basic Materials,Agricultural Inputs
EIEL,Enviro Infra Engineers Limited,EQ,29-Nov-24,10,1,INE0LLY01014,10,EIEL.NS,Industrials,Engineering & Construction
EIFFL,Euro India Fresh Foods Limited,EQ,12-Oct-21,10,1,INE546V01010,10,EIFFL.NS,Consumer Defensive,Packaged Foods
EIHAHOTELS,EIH Associated Hotels Limited,EQ,08-Apr-08,10,1,INE276C01014,10,EIHAHOTELS.NS,Consumer Cyclical,Lodging
EIHOTEL,EIH Limited,EQ,08-Feb-95,2,1,INE230A01023,2,EIHOTEL.NS,Consumer Cyclical,Lodging
EIMCOELECO,Eimco Elecon (India) Limited,EQ,17-Apr-96,10,1,INE158B01016,10,EIMCOELECO.NS,Industrials,Farm & Heavy Construction Machinery
EKC,Everest Kanto Cylinder Limited,EQ,15-Dec-05,2,1,INE184H01027,2,EKC.NS,Industrials,Specialty Industrial Machinery
ELANTAS,Elantas Beck India Limited,EQ,20-Apr-26,10,1,INE280B01018,10,ELANTAS.NS,Basic Materials,Specialty Chemicals
ELCIDIN,EL CID Investments Limited,EQ,20-Apr-26,10,1,INE927X01018,10,ELCIDIN.NS,,
ELDEHSG,Eldeco Housing And Industries Limited,EQ,12-Apr-22,2,1,INE668G01021,2,ELDEHSG.NS,Real Estate,Real Estate Services
ELECON,Elecon Engineering Company Limited,EQ,29-Sep-06,1,1,INE205B01031,1,ELECON.NS,Industrials,Specialty Industrial Machinery
ELECTCAST,Electrosteel Castings Limited,EQ,20-Jun-03,1,1,INE086A01029,1,ELECTCAST.NS,Industrials,Building Products & Equipment
ELECTHERM,Electrotherm (India) Limited,EQ,20-Aug-07,10,1,INE822G01016,10,ELECTHERM.NS,Basic Materials,Steel
ELGIEQUIP,Elgi Equipments Limited,EQ,22-Nov-95,1,1,INE285A01027,1,ELGIEQUIP.NS,Industrials,Specialty Industrial Machinery
ELGIRUBCO,Elgi Rubber Company Limited,EQ,10-Aug-11,1,1,INE819L01012,1,ELGIRUBCO.NS,Consumer Cyclical,Auto Parts
ELIN,Elin Electronics Limited,EQ,30-Dec-22,5,1,INE050401020,5,ELIN.NS,Industrials,Electrical Equipment & Parts
ELITECON,Elitecon International Limited,EQ,20-Apr-26,1,1,INE669R01026,1,ELITECON.NS,,
ELLEN,Ellenbarrie Industrial Gases Limited,EQ,01-Jul-25,2,1,INE236E01022,2,ELLEN.NS,Basic Materials,Chemicals
ELPROINTL,Elpro International Limited,EQ,20-Apr-26,1,1,INE579B01039,1,ELPROINTL.NS,Unknown,Unknown
EMAMILTD,Emami Limited,EQ,03-Aug-06,1,1,INE548C01032,1,EMAMILTD.NS,Consumer Defensive,Household & Personal Products
EMAMIPAP,Emami Paper Mills Limited,EQ,30-May-19,2,1,INE830C01026,2,EMAMIPAP.NS,Basic Materials,Paper & Paper Products
EMAMIREAL,Emami Realty Limited,BE,28-Jul-10,2,1,INE778K01012,2,EMAMIREAL.NS,Real Estate,Real Estate - Development
EMBDL,Embassy Developments Limited,EQ,23-Mar-07,2,1,INE069I01010,2,EMBDL.NS,Real Estate,Real Estate - Diversified
EMCURE,Emcure Pharmaceuticals Limited,EQ,10-Jul-24,10,1,INE168P01015,10,EMCURE.NS,Healthcare,Drug Manufacturers - Specialty & Generic
EMIL,Electronics Mart India Limited,EQ,17-Oct-22,10,1,INE02YR01019,10,EMIL.NS,Consumer Cyclical,Specialty Retail
EMKAY,Emkay Global Financial Services Limited,EQ,28-Apr-06,10,1,INE296H01011,10,EMKAY.NS,Financial Services,Capital Markets
EMMBI,Emmbi Industries Limited,EQ,24-Feb-10,10,1,INE753K01015,10,EMMBI.NS,Consumer Cyclical,Packaging & Containers
EMMVEE,Emmvee Photovoltaic Power Limited,EQ,18-Nov-25,2,1,INE1C6T01020,2,EMMVEE.NS,Technology,Solar
EMPOWER,Empower India Limited,BE,20-Apr-26,1,1,INE507F01023,1,EMPOWER.NS,,
EMSLIMITED,EMS Limited,EQ,21-Sep-23,10,1,INE0OV601013,10,EMSLIMITED.NS,Industrials,Engineering & Construction
EMUDHRA,eMudhra Limited,EQ,01-Jun-22,5,1,INE01QM01018,5,EMUDHRA.NS,Technology,Software - Application
ENDURANCE,Endurance Technologies Limited,EQ,19-Oct-16,10,1,INE913H01037,10,ENDURANCE.NS,Consumer Cyclical,Auto Parts
ENERGYDEV,Energy Development Company Limited,EQ,02-Nov-07,10,1,INE306C01019,10,ENERGYDEV.NS,Utilities,Utilities - Regulated Electric
ENGINERSIN,Engineers India Limited,EQ,20-Aug-97,5,1,INE510A01028,5,ENGINERSIN.NS,Industrials,Engineering & Construction
ENIL,Entertainment Network (India) Limited,EQ,15-Feb-06,10,1,INE265F01028,10,ENIL.NS,Communication Services,Broadcasting
ENRIN,Siemens Energy India Limited,EQ,19-Jun-25,2,1,INE1NPP01017,2,ENRIN.NS,Utilities,Utilities - Renewable
ENTERO,Entero Healthcare Solutions Limited,EQ,16-Feb-24,10,1,INE010601016,10,ENTERO.NS,Healthcare,Medical Distribution
EPACK,EPACK Durable Limited,EQ,30-Jan-24,10,1,INE0G5901015,10,EPACK.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EPACKPEB,EPack Prefab Technologies Limited,EQ,01-Oct-25,2,1,INE0MLS01022,2,EPACKPEB.NS,Industrials,Engineering & Construction
EPIGRAL,Epigral Limited,EQ,18-Aug-21,10,1,INE071N01016,10,EPIGRAL.NS,Basic Materials,Chemicals
EPL,EPL Limited,EQ,11-Feb-02,2,1,INE255A01020,2,EPL.NS,Consumer Cyclical,Packaging & Containers
EQUIPPP,Equippp Social Impact Technologies Limited,BE,19-May-21,1,1,INE217G01035,1,EQUIPPP.NS,Technology,Information Technology Services
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,02-Nov-20,10,1,INE063P01018,10,EQUITASBNK.NS,Financial Services,Banks - Regional
ERIS,Eris Lifesciences Limited,EQ,29-Jun-17,1,1,INE406M01024,1,ERIS.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ESABINDIA,Esab India Limited,EQ,01-Nov-95,10,1,INE284A01012,10,ESABINDIA.NS,Industrials,Tools & Accessories
ESAFSFB,ESAF Small Finance Bank Limited,EQ,10-Nov-23,10,1,INE818W01011,10,ESAFSFB.NS,Financial Services,Banks - Regional
ESCORTS,Escorts Kubota Limited,EQ,01-Mar-95,10,1,INE042A01014,10,ESCORTS.NS,Industrials,Farm & Heavy Construction Machinery
ESSARSHPNG,Essar Shipping Limited,EQ,15-Nov-11,10,1,INE122M01019,10,ESSARSHPNG.NS,Industrials,Marine Shipping
ESSEN-RE3,Integra Essentia Limited-RE,BE,29-May-26,1,1,INE418N20043,1,ESSEN-RE3.NS,Unknown,Unknown
ESSENTIA,Integra Essentia Limited,BE,20-Aug-13,1,1,INE418N01035,1,ESSENTIA.NS,Consumer Defensive,Food Distribution
ESTER,Ester Industries Limited,EQ,20-Jun-11,5,1,INE778B01029,5,ESTER.NS,Basic Materials,Specialty Chemicals
ETERNAL,ETERNAL LIMITED,EQ,23-Jul-21,1,1,INE758T01015,1,ETERNAL.NS,Consumer Cyclical,Internet Retail
ETHOSLTD,Ethos Limited,EQ,30-May-22,10,1,INE04TZ01018,10,ETHOSLTD.NS,Consumer Cyclical,Luxury Goods
EUREKAFORB,Eureka Forbes Limited,EQ,11-Sep-24,10,1,INE0KCE01017,10,EUREKAFORB.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EUROBOND,Euro Panel Products Limited,EQ,01-Aug-25,10,1,INE505V01016,10,EUROBOND.NS,Industrials,Building Products & Equipment
EUROPRATIK,Euro Pratik Sales Limited,EQ,23-Sep-25,1,1,INE198501012,1,EUROPRATIK.NS,Basic Materials,Building Materials
EUROTEXIND,Eurotex Industries and Exports Limited,EQ,31-Jan-96,10,1,INE022C01012,10,EUROTEXIND.NS,Real Estate,Real Estate - Development
EVEREADY,Eveready Industries India Limited,EQ,27-Apr-05,5,1,INE128A01029,5,EVEREADY.NS,Industrials,Electrical Equipment & Parts
EVERESTIND,Everest Industries Limited,EQ,29-Mar-95,10,1,INE295A01018,10,EVERESTIND.NS,Industrials,Building Products & Equipment
EXCELINDUS,Excel Industries Limited,EQ,16-Jun-04,5,1,INE369A01029,5,EXCELINDUS.NS,Basic Materials,Specialty Chemicals
EXCELSOFT,Excelsoft Technologies Limited,EQ,26-Nov-25,10,1,INE606N01019,10,EXCELSOFT.NS,Technology,Software - Application
EXICOM,Exicom Tele-Systems Limited,EQ,05-Mar-24,10,1,INE777F01014,10,EXICOM.NS,Industrials,Electrical Equipment & Parts
EXIDEIND,Exide Industries Limited,EQ,17-Jun-03,1,1,INE302A01020,1,EXIDEIND.NS,Consumer Cyclical,Auto Parts
EXPLEOSOL,Expleo Solutions Limited,EQ,26-Oct-09,10,1,INE201K01015,10,EXPLEOSOL.NS,Technology,Information Technology Services
EXXARO,Exxaro Tiles Limited,EQ,16-Aug-21,1,1,INE0GFE01026,1,EXXARO.NS,Industrials,Building Products & Equipment
FABTECH,Fabtech Technologies Limited,EQ,07-Oct-25,10,1,INE0HF201011,10,FABTECH.NS,Healthcare,Health Information Services
FACT,Fertilizers and Chemicals Travancore Limited,EQ,12-Apr-95,10,1,INE188A01015,10,FACT.NS,Basic Materials,Agricultural Inputs
FAIRCHEMOR,Fairchem Organics Limited,EQ,24-Dec-20,10,1,INE0DNW01011,10,FAIRCHEMOR.NS,Basic Materials,Specialty Chemicals
FAZE3Q,Faze Three Limited,EQ,18-Nov-22,10,1,INE963C01033,10,FAZE3Q.NS,Consumer Cyclical,Textile Manufacturing
FCL,Fineotex Chemical Limited,EQ,15-Jan-15,1,1,INE045J01034,1,FCL.NS,Basic Materials,Specialty Chemicals
FCSSOFT,FCS Software Solutions Limited,BE,21-Sep-05,1,1,INE512B01022,1,FCSSOFT.NS,Technology,Information Technology Services
FDC,FDC Limited,EQ,07-Aug-97,1,1,INE258B01022,1,FDC.NS,Healthcare,Drug Manufacturers - Specialty & Generic
FEDDERSHOL,Fedders Holding Limited,EQ,20-Apr-26,1,1,INE417D01020,1,FEDDERSHOL.NS,,
FEDERALBNK,The Federal Bank  Limited,EQ,08-Feb-95,2,1,INE171A01029,2,FEDERALBNK.NS,Financial Services,Banks - Regional
FEDFINA,Fedbank Financial Services Limited,EQ,30-Nov-23,10,1,INE007N01010,10,FEDFINA.NS,Financial Services,Credit Services
FEL,Future Enterprises Limited,BZ,05-Nov-01,2,1,INE623B01027,2,FEL.NS,Consumer Cyclical,Department Stores
FELDVR,Future Enterprises Limited,BZ,13-Feb-09,2,1,IN9623B01058,2,FELDVR.NS,Consumer Cyclical,Department Stores
FERMENTA,Fermenta Biotech Limited,EQ,20-Apr-26,5,1,INE225B01021,5,FERMENTA.NS,,
FIBERWEB,Fiberweb (India) Limited,EQ,16-Feb-22,10,1,INE296C01020,10,FIBERWEB.NS,Consumer Cyclical,Textile Manufacturing
FIEMIND,Fiem Industries Limited,EQ,19-Oct-06,10,1,INE737H01014,10,FIEMIND.NS,Consumer Cyclical,Auto Parts
FILATEX,Filatex India Limited,EQ,29-Aug-11,1,1,INE816B01035,1,FILATEX.NS,Consumer Cyclical,Textile Manufacturing
FILATFASH,Filatex Fashions Limited,BE,06-May-24,1,1,INE185E01021,1,FILATFASH.NS,Consumer Cyclical,Apparel Manufacturing
FINCABLES,Finolex Cables Limited,EQ,15-Feb-95,2,1,INE235A01022,2,FINCABLES.NS,Industrials,Electrical Equipment & Parts
FINEORG,Fine Organic Industries Limited,EQ,02-Jul-18,5,1,INE686Y01026,5,FINEORG.NS,Basic Materials,Specialty Chemicals
FINKURVE,Finkurve Financial Services Limited,EQ,01-Oct-25,1,1,INE734I01027,1,FINKURVE.NS,Financial Services,Credit Services
FINOPB,Fino Payments Bank Limited,EQ,12-Nov-21,10,1,INE02NC01014,10,FINOPB.NS,Financial Services,Banks - Regional
FINPIPE,Finolex Industries Limited,EQ,08-Feb-95,2,1,INE183A01024,2,FINPIPE.NS,Industrials,Building Products & Equipment
FIRSTCRY,Brainbees Solutions Limited,EQ,13-Aug-24,2,1,INE02RE01045,2,FIRSTCRY.NS,Consumer Cyclical,Internet Retail
FISCHER,Fischer Medical Ventures Limited,EQ,10-Jul-25,1,1,INE771F01041,1,FISCHER.NS,Healthcare,Medical Devices
FIVESTAR,Five-Star Business Finance Limited,EQ,21-Nov-22,1,1,INE128S01021,1,FIVESTAR.NS,Financial Services,Credit Services
FLAIR,Flair Writing Industries Limited,EQ,01-Dec-23,5,1,INE00Y201027,5,FLAIR.NS,Industrials,Business Equipment & Supplies
FLEXITUFF,Flexituff Ventures International Limited,EQ,19-Oct-11,10,1,INE060J01017,10,FLEXITUFF.NS,Consumer Cyclical,Textile Manufacturing
FLFL,Future Lifestyle Fashions Limited,BZ,01-Oct-13,2,1,INE452O01016,2,FLFL.NS,Consumer Cyclical,Apparel Manufacturing
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-Oct-19,1,1,INE09N301011,1,FLUOROCHEM.NS,Basic Materials,Specialty Chemicals
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,08-Feb-95,10,1,INE529A01010,10,FMGOETZE.NS,Consumer Cyclical,Auto Parts
FMNL,Future Market Networks Limited,BE,31-Dec-10,10,1,INE360L01017,10,FMNL.NS,Real Estate,Real Estate Services
FOCUS,Focus Lighting and Fixtures Limited,EQ,24-Nov-21,2,1,INE593W01028,2,FOCUS.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
